iso2,country,age_group,gender,year,value
USA,United States,5-9,Females,2003,9707393
USA,United States,5-9,Females,2004,9655367
USA,United States,5-9,Females,2005,9558727
USA,United States,5-9,Females,2006,9565182
USA,United States,5-9,Females,2007,9656514
USA,United States,5-9,Females,2008,9842097
USA,United States,5-9,Females,2009,9966400
USA,United States,5-9,Females,2010,10109282
USA,United States,5-9,Females,2011,9955119
USA,United States,5-9,Females,2012,9967690
